adult,backdrop_path,genre_ids,id,origin_country,original_language,original_name,overview,popularity,poster_path,first_air_date,name,vote_average,vote_count
False,/cqeeBvjpXu28JerXBItA73z5tqU.jpg,"[16, 35]",57775,['JP'],ja,ちびまる子ちゃん,,108.9444,/5Ta4wnZPzOf4oCEgpBfmvXWhYwJ.jpg,1990-01-07,ちびまる子ちゃん,7.9,22
False,/3ILUdTEetxZZ8RkPxf5e0H9pCcP.jpg,[35],4327,['GB'],en,Mr. Bean,"Serie que a través de numerosos sketches narra las desventuras de un peculiar y humorístico personaje, Mr. Bean, un adulto de mente profundamente simple al que cualquier tarea, por sencilla que sea, le supone una extraordinaria labor que siempre se le complica hasta extremos insospechadamente divertidos.",23.7676,/pUNQV35kDaKuejnXGNiUeEBurNE.jpg,1990-01-01,Mr. Bean,7.98,1512
False,/yTA6UaUZklSzNvKQEvo9qpOPB6H.jpg,"[16, 35, 18, 10751]",8727,['JP'],ja,私のあしながおじさん,,16.6256,/rMTIvk36wuOCTkGgiBchpFOxb3y.jpg,1990-01-14,Papá piernas largas,6.7,19
False,/borJhTreo7a0f8YwDvcVZTrWi0Q.jpg,"[10759, 18]",15822,['US'],en,Zorro,"El Zorro es una serie de principios de los noventa que cuenta las disitintas aventuras de El Zorro (Diego de la Vega) por suprimir los planes de poder y ambición del alcalde de los Ángeles. La historia inicia con el viaje de Diego de la Vega (Duncan Regehr) hacia España para la realización de sus estudios universitarios, pero no solo aprende acerca de la ciencia química y física, sino que además demuestra su habilidad con el sable.

Al regresar a Los Ángeles, se da cuenta que el pueblo está prácticamente secuestrado por el dominio de su tirano alcalde. Se da cuenta que la mejor alternativa es ocultar su identidad bajo la máscara. De esta forma el hijo de Alejandro de la Vega, se transforma en el inigualable héroe que el pueblo tanto necesitaba. Este héroe se divertía con la ingenuidad del asistente del alcalde Mendoza, a quien en momentos lo tenía como aliado, pero que vivía bajo el temor de la presión del Alcalde. Sin embargo, quien siempre fue su aliado y confidente fue Bernardo (Juan Diego Botto) un criado que para cualquiera era sordomudo, pero en realidad era solamente mudo y se hacia pasar por sordomudo. También es importante mencionar a Victoria Escalante quien fuera la pretendida de Diego de la Vega, pero quien solo parecía mirar al Zorro",8.5233,/iuo9I7AF6HSs4RdpwHb2QFOkZjk.jpg,1990-01-05,El Zorro,7.102,270
False,/fM7OxNnULTgN19JChMPIv2OSiNx.jpg,"[18, 10751]",10860,"['CA', 'US']",en,Road to Avonlea,,8.2249,/2392PwVEfsMOMgYD5q0KaRWbjhP.jpg,1990-01-07,Road to Avonlea,8.2,37
False,,[10763],89484,['AT'],de,Romy,,6.2419,,1990-01-01,Romy,9.0,1
False,/faIfv1OQLw0t0Ys0vqJEy3Knezp.jpg,[99],66651,['FR'],fr,Envoyé Spécial,,5.6318,/pShyDl4Iua5IVwLDS43adeK4FU7.jpg,1990-01-18,Envoyé Spécial,7.7,5
False,/115UfyJT4rkXxTFzNISvN7K58Zi.jpg,"[10759, 35, 10751, 10762]",66614,['JP'],ja,美少女仮面ポワトリン,,5.2972,/2pxIl32GtXBHxZLwZtqbx2jYcoa.jpg,1990-01-07,美少女仮面ポワトリン,8.0,2
False,/u6pOmnjGp5wkXDPflIWuOe6vW8Q.jpg,"[10759, 10765, 18]",67668,['CN'],zh,封神榜,,4.9792000000000005,/sAwAhpGnvG6yyXi9FDmVHFDIA8p.jpg,1990-01-09,封神榜,7.8,5
False,/imkArCo1nzH5GpO9lpIgJ2v6VoH.jpg,[18],232619,['JP'],ja,HOTEL,,4.1383,/4hp8Zg8NK8hO9aUurck4x4PA4lG.jpg,1990-01-11,HOTEL,0.0,0
False,/iREbrotxrktictiiMUGumb66MJv.jpg,"[35, 10764, 10766, 10751]",207900,['HK'],cn,笑星撞地球,,3.6143,/mvSfx0595kemI0LJovM0Migl5Kn.jpg,1990-01-06,笑星撞地球,10.0,1
False,/ft9yNXkFvdUjtL0s2oIPtD2c7XB.jpg,[35],4548,['GB'],en,One Foot in the Grave,,3.2965,/mVQM4OhRC9SQdGwhjXMPBVuAit1.jpg,1990-01-04,One Foot in the Grave,7.571,84
False,/aXxbsFedxiKlqvAY3v6lByt7jeK.jpg,"[9648, 18]",45173,['FR'],en,Chillers,,3.2562,/A3LvU6vvy3t9F166iSAx0ntNsMN.jpg,1990-01-05,Chillers,6.2,5
False,/s2Ngep6TxVD3BQSxsc790Xib8ng.jpg,[18],17440,['MX'],es,Cuando llega el amor,"Isabel Contreras tiene grandes aspiraciones, con el tiempo, sus ideales se ven fortalecidos por su amor a Luís Felipe, pero su prima Alejandra le hará la vida difícil, de modo que le esperan pruebas muy duras. Descubre por qué.",3.1473,/mfv73WA8kwagLa2UUEvSfduM5Yb.jpg,1990-01-01,Cuando llega el amor,8.0,1
False,/nTOaTg9YxmQHj0q9xNyPuItiJeO.jpg,"[18, 35]",10448,['US'],en,The Baby-Sitters Club,,3.0853,/bQKxEx5Hrmi91B0s3I1DBKaCGxf.jpg,1990-01-01,The Baby-Sitters Club,7.8,8
False,/qTBUdvO6Sr8XqKErxZTknElHACg.jpg,[18],51621,['JP'],ja,翔ぶが如く,,3.0701,/97b3vY4psSO1JnsIXJb1HNRMst2.jpg,1990-01-07,翔ぶが如く,6.0,1
False,/fCpzrUbUntTyv2w80v4lynhZqqt.jpg,[35],10162,['US'],en,Grand,,2.8305,/8zQo2mot9ozuDd6ZqxcC3Y69OT9.jpg,1990-01-18,Grand,5.5,2
False,/bsb7LfF9DuMa47WCL95hCPBuLJz.jpg,[18],64262,['CN'],zh,围城,,2.8175,/ptd8BK2xkWSxwixf8VdMFvsJIRc.jpg,1990-01-01,围城,6.8,5
False,/mke5tHCVo4wyFbnNWhqGN8XDOhG.jpg,[18],113038,['HK'],cn,朝陽,,2.6138,/e0z6shBn144zJMOTktLfgIfu3RH.jpg,1990-01-01,朝陽,0.0,0
False,,[18],292618,['HK'],cn,鬼做你老婆,,2.2627,/rhbMVHMzqnHY4LWGRY9UVycvCrr.jpg,1990-01-01,鬼做你老婆,0.0,0
False,/fwoDIwhZ0SByAgYMDIdIAOpVJbK.jpg,[],109822,['HK'],cn,走路新郎哥,,2.1465,/27WQWeB31q2xQHzlrLwmqoEau42.jpg,1990-01-01,走路新郎哥,0.0,0
False,/ukNbkNXUo9ZLiBJCGDJpkChf3r4.jpg,"[10751, 18]",41254,['DE'],de,Hotel Paradies,,2.1352,/v83QcZ1WTHD0z7pg8uRVfzYi1Rr.jpg,1990-01-16,Hotel Paradies,4.667,6
False,/chLK3J8JqvgXIN1523KT1zt55x1.jpg,"[16, 35]",49288,['JP'],ja,敵は海賊 ～猫たちの饗宴～,,2.1289,/oxeEaGXcWfw3E1Ww7JeNAaMGUYK.jpg,1990-01-01,敵は海賊 ～猫たちの饗宴～,0.0,0
False,/y7wEmGTLb1knRfzSfOodPhA9InU.jpg,[],222273,['HK'],cn,藍月亮,,2.1192,/h4rTczDGdEPTN0yX5rfM11amMkU.jpg,1990-01-09,藍月亮,0.0,0
False,/jyLwH4VKQnyJt5T0Ky5wahrLcio.jpg,[35],3480,['GB'],en,"You Rang, M'Lord?",,2.0586,/qjRTXFlicxz6z1MHhMdb340sZ2c.jpg,1990-01-14,"You Rang, M'Lord?",7.053,19
False,/9FPwbmDohi2zvgn1LtkG6u6Z8wl.jpg,[35],201099,['NL'],nl,Jiskefet,,2.045,/78rwvraDuqKYQ5qr4udLSJ3QeUC.jpg,1990-01-01,Jiskefet,9.0,2
False,/c9cZ6II2ooyux2f6SlCAkCaOQQh.jpg,"[18, 10766]",207296,['MX'],es,Yo compro esa mujer,,2.0355,/3Ep1mtxt9uaTPoMAbJvmaUOyG89.jpg,1990-01-29,Yo compro esa mujer,10.0,2
False,,"[10762, 16]",126154,[],zh,C.L.Y.D.E.,,2.0075,/n81h6FQCWeXRSQhah1mc9gUUc3G.jpg,1990-01-01,C.L.Y.D.E.,0.0,0
False,/ifwGcaVOME18O47KnmoPJLehG4l.jpg,"[16, 10759, 35]",118306,['JP'],ja,BE-BOP-HIGHSCHOOL,,1.996,/8YDCUCxSUmuvV5zHRF9OcpuRez9.jpg,1990-01-26,BE-BOP-HIGHSCHOOL,8.5,2
False,/th6WyiOfsIdm09lWwKvLePhuroE.jpg,[35],91043,['SE'],sv,Smash,,1.9925000000000002,/cR4cAbkesy22LvJ0WND6qm2TQE3.jpg,1990-01-04,Smash,6.3,3
False,/mU0ynUHzmzYa7kjr1rr9Z6jHdKx.jpg,[18],262730,['CN'],zh,武生泰斗,,1.9726,/knYHg7ZvZ51y7EosmNFC7yTgJuK.jpg,1990-01-01,武生泰斗,0.0,0
False,/hswKrCys1L9BlQt6ZDrxbueVBFQ.jpg,[],196519,['JP'],ja,宮本武蔵,,1.8731,/7couhh11dvwoImKZUll5JG6M0gs.jpg,1990-01-02,宮本武蔵,0.0,0
False,,[10764],16071,['DE'],de,Tutti Frutti,,1.7685,,1990-01-21,Tutti Frutti,6.0,5
False,/xktuK2AeqXyH97PPcVgkreBQ6uu.jpg,[],110149,['HK'],cn,隔世追魂,,1.7294,/vlu04VOPYzHrp4dXsXpKG59kOHG.jpg,1990-01-01,隔世追魂,0.0,0
False,/hUuSPQFgRuydK6MskfgVF0ERED.jpg,[],292483,['CN'],zh,Fullfive,,1.7083,/drCCzyq70VOhJHKyxl8d2oDNWcC.jpg,1990-01-14,Fullfive,0.0,0
False,/nYr3pkpru7mnzTkdzPKLrxuQ5i2.jpg,"[35, 10767]",125155,['IT'],it,Il caso Sanremo,,1.6595,/wWDMXSFpTk1MYlGJne1X0bJthpy.jpg,1990-01-27,Il caso Sanremo,0.0,0
False,,[35],64587,['AT'],de,Die Piefke-Saga,,1.6359,/cLfsZFvDl0BP4DBD6TDHXEnpCHZ.jpg,1990-01-31,Die Piefke-Saga,8.5,7
False,/47LkLVn9fJMZKM0PW4L5z50AR5p.jpg,"[35, 18]",54614,['CN'],zh,济公活佛,,1.5452,/2Uno9AuolcLida5Rv9mEI42v41K.jpg,1990-01-02,济公活佛,0.0,0
False,/dIQr7A8BPZESpbS2kteoHgRKHYN.jpg,[18],217465,['JP'],ja,卒業,,1.5351,/2UFrh3mQlUBmMVdfXD40RnC178e.jpg,1990-01-12,卒業,0.0,0
False,/jya85Jpb66T7ZVMyEtrgRwyH3vJ.jpg,[],111294,['HK'],cn,最佳才子‎,,1.5305,/a2UFgnYR2OLiY9SYEyEBX2pB4nY.jpg,1990-01-01,最佳才子‎,0.0,0
False,/87zikMOpAXr6enF7NQff6gCBZEA.jpg,"[10764, 10767]",234536,['CN'],zh,赵本山小品,,1.502,/jBhO5WtLBoNHQfEvtr2tJzGtZXI.jpg,1990-01-01,赵本山小品,10.0,1
False,,[18],78786,['XC'],cs,Popel a hvězdy,,1.4818,/zVTF6nMvXHg3J7HhwRxy83rzIBs.jpg,1990-01-01,Popel a hvězdy,0.0,0
False,/bE2y87MIDONtGZ76j7EPzamqxw0.jpg,"[18, 10751, 10762]",35831,['SE'],sv,Ebba och Didrik,,1.462,/wtCaijZhHif6jpzCKWpJQ0ZllzK.jpg,1990-01-06,Ebba och Didrik,6.1,8
False,/ugCoX9CoWQ6BUJfLou8QVCoK3dW.jpg,"[35, 10764]",241782,['FR'],fr,Les Sales Histoires,,1.4502000000000002,/3d5WuKjhdpJBZkigXECNwNLTkrQ.jpg,1990-01-01,Les Sales Histoires,0.0,0
False,/jNmHcPQ3rK1oftbltbaUOgGgnV1.jpg,[18],1669,['GB'],en,Oranges Are Not the Only Fruit,,1.4133,/mMETYbPN7PJeSkEpKeOlSrzStTV.jpg,1990-01-10,Oranges Are Not the Only Fruit,6.5,26
False,/qF2y6meSibP69RGQm4kz9DdhbNN.jpg,[],110146,['HK'],cn,殺連環,,1.4039000000000001,/shtE88O82uoMdinacRcYzaaUWjo.jpg,1990-01-01,殺連環,0.0,0
False,,[18],14903,['AU'],en,Embassy,,1.3642,,1990-01-01,Embassy,0.0,0
False,/bnMwioL1Hjga1hc7ezEOUmAe10X.jpg,"[18, 80]",16142,['US'],en,Drug Wars: The Camarena Story,"Basada en una historia real. El 7de febrero de 1985, el agente encubierto de la DEA Enrique Camarena, alias 'KiKi, fue secuestrado y asesinado por ordenes del capo de la droga Rafael Caro Quintero. Camarena lucho durante años en el frente de batalla contra los carteles de la droga que pervertían Mexico. La desaparición de este dedicado agente contra los narcos desató una masiva investigación por parte del gobierno estadounidense. Rápidamente sus colegas, a la búsqueda de justicia revelaron una conspiración y desataron una implacable venganza contra los carteles de droga y la policía mexicana implicada.",1.3641,/lEz2VfChO8jLM4Q5qbonGfkVlvr.jpg,1990-01-07,Guerra contra las drogas: La historia de Camarena,6.1,9
False,,[18],125592,['CH'],fr,La Vierge noire,,1.3482,/QK1p62MtNN94ylELd9Nmoo0yXk.jpg,1990-01-01,La Vierge noire,0.0,0
False,,[],36034,['XC'],cs,Největší z Pierotů,,1.3413,,1990-01-01,Největší z Pierotů,0.0,0
False,/tFcleDrIK8TT7lH8HNAuMp883of.jpg,"[9648, 18, 80]",81237,['SU'],ru,Адвокат,,1.2918,/89iLX0e5uQjfSI05scDR7caHrPJ.jpg,1990-01-06,Адвокат,9.0,4
False,,"[16, 18]",132253,['JP'],ja,暗黒神話,,1.2852000000000001,/iQlCgM2Dv5uY7TYEYmHWFA9bF3r.jpg,1990-01-26,暗黒神話,4.3,3
False,,[],242732,['JP'],ja,平成天才バカボン,,1.2778,/w4pmvruxirMw1bgUH35wwftaper.jpg,1990-01-06,平成天才バカボン,0.0,0
False,/3l9UGb8OMgJEQ43VVPRmt7NmsLI.jpg,[18],121314,['CN'],zh,南行记,,1.2439,/gtdzR4t0YcWUj0xyp0TKqASLhFJ.jpg,1990-01-01,南行记,0.0,0
False,/i7q1eYNYSgJafC6KrjBSTcyBC7Y.jpg,"[18, 10751]",237029,['CN'],zh,文化圈,,1.2189,/91fwGvtnrWsSjr0Xmb28aSuHzvh.jpg,1990-01-01,文化圈,0.0,0
False,/zFMbqE7bLM7qJLotVmgqXWTWL00.jpg,"[10751, 10762]",136950,['GR'],el,Το καπλάνι της βιτρίνας,,1.1727,/oYuFrSHMuQ2vzZO5RbB6QgU05oS.jpg,1990-01-01,Το καπλάνι της βιτρίνας,7.0,1
False,/6pzNqpRZoumjf0edwreinXIBiXz.jpg,[],111252,['HK'],cn,街市忍者,,1.1696,/4JjPwSinnq2OiDN87SXJFJNU2Rr.jpg,1990-01-01,街市忍者,0.0,0
False,/sWA9d9yt0EyZ4VkoAacVkS4xWlv.jpg,[18],75700,['GB'],en,A Sense of Guilt,,1.1598,/lRCy02T2ElBzEvllIR8sE2uorlL.jpg,1990-01-16,A Sense of Guilt,3.5,4
False,/eZfOOB0VB4emriYx2XN6KluzxAq.jpg,[18],260038,['JP'],ja,いつも誰かに恋してるッ,,1.149,/q0COhImhwWf5hvzgkZhiCRKrz15.jpg,1990-01-11,いつも誰かに恋してるッ,6.0,1
False,,[18],292109,['KR'],ko,배반의 장미,,1.1404,/nFMPBi1gfwrCJAEUvOs1aFl0Agz.jpg,1990-01-06,배반의 장미,0.0,0
False,/xjQVmelcx0w3NyCJ1nSPdIdx2JR.jpg,"[99, 10759]",292986,['US'],en,Expedition Earth,,1.1262,/XrKp32uEof4NgUdlaPQEz5rDlz.jpg,1990-01-01,Expedition Earth,10.0,1
False,/rNUBgjrut1ig1iEkBdJhfWhES1a.jpg,[18],126168,['CN'],zh,乱世香港,,1.1207,/ftkg3yUgAW5rK9lms2PulTwZrAC.jpg,1990-01-01,乱世香港,0.0,0
False,/pdmBURUr44EHXrhYd9SSd2tkUtP.jpg,"[18, 80]",102692,['YU'],sh,Dom za vešanje,,1.0969,/ps9PMrpWE8q49sn3JXFfpuH7GDq.jpg,1990-01-28,Dom za vešanje,0.0,1
False,/t7bW6DsOTZVmQCRRhhgQWwlIvmy.jpg,"[9648, 80, 18]",11296,['GB'],en,Yellowthread Street,,1.0757,/yQgUGBVrwni04O2JAjZgubVv5H.jpg,1990-01-13,Yellowthread Street,6.0,1
False,,[18],27717,['GB'],en,Waterfront Beat,,1.0748,,1990-01-06,Waterfront Beat,0.0,0
False,,[],51143,['TR'],tr,Başka Olur Ağaların Düğünü,,1.0697,/ttRvr41rLEFMCGascHR6f97VJWU.jpg,1990-01-01,Başka Olur Ağaların Düğünü,0.0,0
False,,[9648],287160,['IN'],kn,ಗುಡ್ಡದ ಭೂತ,,1.0172,/gAMgY7L7VS65Dj5ufRtBOGhAz3P.jpg,1990-01-01,ಗುಡ್ಡದ ಭೂತ,0.0,0
False,/q65h95Fx3DepUN0XHKPpgVQ1iI3.jpg,[18],55098,['GR'],el,Οικογένεια,,1.0141,/oaoymDINTcVW4JjD1LUt5WwYue8.jpg,1990-01-23,Οικογένεια,0.0,0
False,,[35],15674,['US'],en,City,,0.9879,,1990-01-29,City,0.0,0
False,,"[18, 35]",89048,['ZA'],st,Dikolong,,0.96,/q1hUZeMesqgNlx7TceoLsXRoqn8.jpg,1990-01-01,Dikolong,10.0,1
False,/yzlmrMBbNlIQJgPD19boZsBUoFG.jpg,"[16, 10762, 10765]",91067,['CN'],zh,魔方大厦,,0.9186000000000001,/mj9tca0CKSdhlVfVlVzm0uXRMuw.jpg,1990-01-01,魔方大厦,8.3,3
False,,[80],60746,['DE'],de,Kommissar Klefisch,,0.9,,1990-01-07,Kommissar Klefisch,0.0,0
False,,[],22589,['US'],en,Max Monroe: Loose Cannon,,0.8903000000000001,,1990-01-05,Max Monroe: Loose Cannon,5.0,1
False,/3dEkIP9h00nYYxr8KmFNCjbUu3M.jpg,[],35902,['JP'],ja,世界で一番君が好き！,,0.8455,/igPhXZh3yaAe8rgl9y2HxLYKPW6.jpg,1990-01-08,世界で一番君が好き！,6.0,1
False,,[80],63172,['DE'],de,Kommissarin Goedeke,,0.8374,,1990-01-22,Kommissarin Goedeke,0.0,0
False,,[],294742,['NL'],nl,Commissaris Roos,,0.836,/W6l8zKGb9RgXDsBCMMOKYBAqc1.jpg,1990-01-05,Commissaris Roos,0.0,0
False,,[],247132,['JP'],ja,ああ結婚,,0.7985,/jvidWPHjglsDpjy3EN9Oy0pssqU.jpg,1990-01-04,ああ結婚,0.0,0
False,/58MncMlwZoJsqpryTFjnm8mI0rt.jpg,[],67262,['IT'],it,I promessi sposi,,0.7929,/lIBlTgSbAGnZJrlqxzq1O1gRxkO.jpg,1990-01-10,I promessi sposi,8.8,11
False,/jStHKIbI1WVuqB2Rtk262k99God.jpg,[18],122923,['CN'],zh,风流怪才祝枝山,,0.7919,/xkxuM1UQw6mecEHlQRKMjggQN3f.jpg,1990-01-01,风流怪才祝枝山,0.0,0
False,,[],30628,['US'],en,Grand Slam (US),,0.7144,/9bv1HIIfqgTFlx7cI2uF6JevYwd.jpg,1990-01-28,Grand Slam (US),6.0,1
False,,[],305184,['US'],en,The Last Laugh,,0.7021000000000001,,1990-01-01,The Last Laugh,0.0,0
False,/zFxEfB5LKE0VpQrxNZtI8BBDrx2.jpg,"[10765, 10759, 18]",75710,['SU'],ka,სპირალი,,0.6954,/4qc1M3o9wsBtQVgiISq93usYCxt.jpg,1990-01-01,სპირალი,4.0,3
False,/i7T26IHVFpDs9hpTY5miffzok7G.jpg,[18],91488,['XC'],cs,Přísahám a slibuji,,0.6561,,1990-01-01,Přísahám a slibuji,0.0,0
False,,[10751],81230,['DE'],de,Damals auf Burg Wutzenstein,,0.6265000000000001,,1990-01-01,Damals auf Burg Wutzenstein,0.0,0
False,,[],19819,['AU'],en,Video Smash Hits,,0.6065,,1990-01-27,Video Smash Hits,0.0,0
False,/t53Of5jFfpyxwdAq2P4DsfS4qZk.jpg,"[18, 99]",305540,['SE'],sv,Raoul Wallenberg - fånge i Sovjet,,0.5925,,1990-01-14,Raoul Wallenberg - fånge i Sovjet,0.0,0
False,,[18],233139,['DK'],da,Kirsebærhaven 89,,0.5916,/rugTqJtp6DsQF3itxwzKus3IU3M.jpg,1990-01-01,Kirsebærhaven 89,0.0,0
False,,[],4380,['AU'],en,Saturday Disney,,0.5735,/w9md0lPrct5CJjgR1xlC3DWV7RC.jpg,1990-01-20,Saturday Disney,5.0,1
False,,[18],116208,['GR'],el,Η Αναγέννηση Ενός Έθνους,,0.5669000000000001,/hHkAq1DytQvFk3IxVNAiyVeSXBI.jpg,1990-01-01,Η Αναγέννηση Ενός Έθνους,0.0,0
False,,[18],41193,['DE'],de,Flugstaffel Meinecke,,0.5667,/2uTfSmD5HRZgNZHNyqwX3DnBSk3.jpg,1990-01-05,Flugstaffel Meinecke,5.0,1
False,/s6BEOpAQVmVhHzc94pwqigXRvzm.jpg,"[16, 35, 10762]",5914,"['FR', 'CA']",fr,Sharky & George,"Sharky & George es una caricatura de televisión infantil francesa y canadiense, producida por Animation Studios Cinégroupe y Label 35 entre 1988 y 1992. La serie consistió en cincuenta y dos episodios de 25 minutos, incluidas dos ediciones de 12 minutos que a veces se emitieron por separado. La serie se tradujo más tarde al inglés y se mostró en el Reino Unido en el Canal 4 de 1991 a 1998.",0.5648000000000001,/bJDr1VsudSMGlXDPCx6t3iKOuJ8.jpg,1990-01-01,Sharky & George,0.0,0
False,,[18],84161,['DE'],de,Oh Mathilde,,0.5568000000000001,,1990-01-01,Oh Mathilde,0.0,0
False,,[],9710,['GB'],en,Making News,,0.5352,,1990-01-16,Making News,4.2,2
False,,[],23665,['GB'],en,Tarrant on TV,,0.5213,,1990-01-21,Tarrant on TV,0.0,0
False,,[],279757,['RU'],ru,Пришелец Ванюша,,0.5086,/w3Bx7GAkDK2t1lVLQicpIyhl0jV.jpg,1990-01-01,Пришелец Ванюша,0.0,0
False,/cHAreyY4OJlilP9J3yhrQZfPn3T.jpg,[],294490,['CN'],zh,Angel The Dreamgirl,,0.4843,/u2t9EIjnkwKdIRu3wK4bZWuNkn5.jpg,1990-01-11,Angel The Dreamgirl,0.0,0
False,,"[16, 10762]",93132,['XC'],sk,Čertík Lucifuk,,0.45690000000000003,/2U0tOdFRwbRXKMLYxnlSeLnehp0.jpg,1990-01-01,Čertík Lucifuk,0.0,0
False,/5TGgHM9ZtDHaV1ymrHG6bt7woB0.jpg,[18],115491,['SG'],zh,最佳配偶,,0.45520000000000005,/9npLtGakjtnehsON3JUL72pcayQ.jpg,1990-01-01,最佳配偶,0.0,0
False,,[],11885,['GB'],en,Haggard,,0.4495,,1990-01-27,Haggard,4.0,1
False,/yTYE6xsUBqxgiYYf9odLpv2fJed.jpg,[],213034,['GR'],el,Ο Τροχός της Τύχης,,0.43470000000000003,/srVwrgMsPsiEVbMarP0aT8cd5ah.jpg,1990-01-01,Ο Τροχός της Τύχης,8.5,2
False,,"[16, 10762]",107479,['XC'],sk,Čo si hračky rozprávali,,0.4314,,1990-01-01,Čo si hračky rozprávali,0.0,0
False,,[],22703,['GB'],en,Mick And Mac,,0.42360000000000003,,1990-01-03,Mick And Mac,0.0,0
False,,[10751],255332,['DE'],de,Vera und Babs,,0.42210000000000003,,1990-01-01,Vera und Babs,0.0,0
False,,[],13509,['GB'],en,The Secret Cabaret,,0.422,/xpmrXlVJbC9q1QkcVXcNpBtHMZP.jpg,1990-01-09,The Secret Cabaret,0.0,0
False,,[99],304684,['GB'],en,Red Empire,,0.4168,,1990-01-02,Red Empire,0.0,0
False,/aWhkp4aNc1er3mrTws9GGHh6atK.jpg,[],260376,['MX'],es,Gasparin y sus amigos,,0.4073,/buhh0jcDrUMjuYnfL1Lp1OUuRTJ.jpg,1990-01-01,Gasparin y sus amigos,0.0,0
False,/oZQQ95dmxQb5LdgY51Pz1wl2irc.jpg,[],229969,['CN'],zh,多情剑客,,0.36970000000000003,/sDolJ4wxqTWOrXjSVtmKASSYb7k.jpg,1990-01-01,多情剑客,0.0,0
False,,[18],95757,['XG'],de,Aerolina,,0.3569,/3xZ1vAc0c71H2KYMp6vaSpYXl8U.jpg,1990-01-01,Aerolina,0.0,0
False,,[10765],77546,[],en,Culture,,0.34740000000000004,,1990-01-01,Culture,0.0,0
False,,[],221356,"['FR', 'DE']",fr,Live,,0.3331,,1990-01-01,Live,0.0,0
False,,"[16, 35]",4326,['US'],en,Video Power,,0.32430000000000003,/Abl9qt7dRTaV9gpS9FpYOD9TOSf.jpg,1990-01-10,Video Power,6.7,3
False,,[],41858,['US'],en,MTV Rock N' Jock,,0.3206,,1990-01-21,MTV Rock N' Jock,0.0,0
False,,[10751],99474,[],cs,Heřmánci,,0.31010000000000004,/f8D3R6uWaVmehkNLFdh5TSTqMwQ.jpg,1990-01-01,Heřmánci,0.0,0
False,,"[35, 10767]",109784,[],da,Søren Kierkegaard Roadshow,,0.3033,,1990-01-07,Søren Kierkegaard Roadshow,0.0,0
False,,[35],100965,[],fr,"Robins des bois, the Story",,0.2857,/taSRdlZAZ0OxnVUg9cEgQuUVx5z.jpg,1990-01-01,"Robins des bois, the Story",0.0,0
False,,[10767],41478,['US'],en,Answers with Bayless Conley,,0.2675,,1990-01-01,Answers with Bayless Conley,0.0,0
False,/bzVnqhRoYiLFW1rKCjfye5bxNMa.jpg,[],304304,['FR'],fr,Les Tifous,,0.2664,,1990-01-01,Les Tifous,0.0,0
False,/3M9QjT0smEJoH9Va1XTiyzrcm2X.jpg,[10763],15337,['ES'],es,Antena 3 Noticias,Antena 3 Noticias es el programa informativo de Antena 3 que lleva en emisión desde que la cadena comenzó sus emisiones regulares en 1990.,0.2554,/rW5b6du7IGpa36VQNtnpg2hgrEa.jpg,1990-01-25,Antena 3 Noticias,3.0,1
False,,[18],123350,['CN'],zh,破烂王,,0.2409,/jRivLzHWACB5sFKqghLqBXgPhQT.jpg,1990-01-01,破烂王,0.0,0
False,,[],47747,['GB'],en,Viewpoint '90,,0.2391,,1990-01-23,Viewpoint '90,0.0,0
False,/fKBLTFqrfNbK6VicwoTCTUvcxSV.jpg,"[10764, 99]",217845,['CN'],zh,哈佛大学公开课：幸福课,,0.2218,/3Jd6Wh7poFOBCKz1mg76WAU6Y1d.jpg,1990-01-30,哈佛大学公开课：幸福课,0.0,0
False,,[],50702,['TR'],tr,İz Peşinde,,0.21250000000000002,,1990-01-22,İz Peşinde,7.5,2
False,,[],109512,[],zh,孝义本无言 The Blood of My Father,,0.20850000000000002,/v11EoSHsaT4dK1WexcoGYw375CE.jpg,1990-01-12,孝义本无言 The Blood of My Father,0.0,0
False,/42lzSabv9Mgwpruwf47vlEwd2FR.jpg,[80],81730,['SE'],sv,Den svarta cirkeln,,0.1922,/99P6bSM12iedPXLiVrtyHnzdFLl.jpg,1990-01-23,Den svarta cirkeln,8.0,1
False,,[35],27148,['AU'],en,Haydaze,,0.18960000000000002,,1990-01-01,Haydaze,0.0,0
False,,[9648],121395,['CN'],zh,珍邮迷案,,0.1893,/yVdHeCM5fkGhncurXP7BhA9lZxW.jpg,1990-01-01,珍邮迷案,0.0,0
False,/zbWlf8oI5Otf5f9nrpghBQQi1z.jpg,[],117798,[],fa,قصه‌های مجید,,0.1882,/iGERX6uARyQLjlclODJoub0JeOL.jpg,1990-01-01,قصه‌های مجید,7.4,5
False,/fKrYnKXDDTodQ7xveWSEHvzAwIA.jpg,"[16, 10762]",103845,['KR'],ko,옛날 옛적에,,0.1865,/ilaQtyfdH5aiCJG8vSFeRwBr1UD.jpg,1990-01-05,옛날 옛적에,10.0,1
False,,[],26785,['GB'],en,A Family Matter,,0.1718,/65PZoTbzuyK6FSBgMkARJwYtJSt.jpg,1990-01-03,A Family Matter,0.0,0
False,,[],243673,['GB'],en,Wainwright's Coast to Coast Walk,,0.1379,/agDzYtUKa4ox6jaYjaIswHBr9f9.jpg,1990-01-15,Wainwright's Coast to Coast Walk,0.0,0
